meter,variation,seed_word,prompt,response
in Shakespearian meter,,python,write a line in Shakespearian meter including the word python ,"Upon the moonlit night, a python gently winds."
in Shakespearian meter,,quail,write a line in Shakespearian meter including the word quail ,"Upon the hill, the hunted creatures quail."
in Shakespearian meter,,rabbit,write a line in Shakespearian meter including the word rabbit ,In shadowed fields the gentle rabbit leaps.
in Shakespearian meter,,raccoon,write a line in Shakespearian meter including the word raccoon ,"Beneath the moon, the raccoon stalks the night."
in Shakespearian meter,,ram,write a line in Shakespearian meter including the word ram ,"Beneath the moon, the steadfast ram does roam."
in Shakespearian meter,,rat,write a line in Shakespearian meter including the word rat ,"Upon the moonlit path, a lone rat wanders."
in Shakespearian meter,,raven,write a line in Shakespearian meter including the word raven ,"Upon the twilight breeze, the raven calls."
in Shakespearian meter,,reindeer,write a line in Shakespearian meter including the word reindeer ,"Upon the northern night, the reindeer roam."
in Shakespearian meter,,rhinoceros,write a line in Shakespearian meter including the word rhinoceros ,"In twilight's chill, the rhinoceros stands."
in Shakespearian meter,,robin,write a line in Shakespearian meter including the word robin ,"Upon the dawn, the robin greets the day."
in Shakespearian meter,,rooster,write a line in Shakespearian meter including the word rooster ,The crowing rooster breaks the silent dawn.
in Shakespearian meter,,salamander,write a line in Shakespearian meter including the word salamander ,"In twilight's veil, the salamander's dance."
in Shakespearian meter,,salmon,write a line in Shakespearian meter including the word salmon ,Upon the stream the silver salmon glides
in Shakespearian meter,,scorpion,write a line in Shakespearian meter including the word scorpion ,"Within the dark, the scorpion’s venom lies."
in Shakespearian meter,,seagull,write a line in Shakespearian meter including the word seagull ,The seagull dances on the morning tide.
in Shakespearian meter,,seahorse,write a line in Shakespearian meter including the word seahorse ,"Upon the waves, the seahorse dances free."
in Shakespearian meter,,seal,write a line in Shakespearian meter including the word seal ,The silent seal beneath the stars does dream.
in Shakespearian meter,,shark,write a line in Shakespearian meter including the word shark ,"Beneath the moonlit waves, the silent shark"
in Shakespearian meter,,sheep,write a line in Shakespearian meter including the word sheep ,Upon the quiet hill the sheep do graze.
in Shakespearian meter,,shrew,write a line in Shakespearian meter including the word shrew ,"Her spirit fierce, a steadfast, clever shrew."
in Shakespearian meter,,shrimp,write a line in Shakespearian meter including the word shrimp ,"Upon the shore, the shrimp danced in the tide."
in Shakespearian meter,,skunk,write a line in Shakespearian meter including the word skunk ,"In shadows deep, the skunk awaits the night."
in Shakespearian meter,,sloth,write a line in Shakespearian meter including the word sloth ,"Upon the throne of sloth, my spirit lies."
in Shakespearian meter,,snail,write a line in Shakespearian meter including the word snail ,"Upon the dewy morn a lone snail trails,"
in Shakespearian meter,,snake,write a line in Shakespearian meter including the word snake ,"Upon the moonlit path, the silent snake does glide."
in Shakespearian meter,,sparrow,write a line in Shakespearian meter including the word sparrow ,A sparrow dances in the morning light.
in Shakespearian meter,,spider,write a line in Shakespearian meter including the word spider ,"Upon the moonlit night, the spider weaves."
in Shakespearian meter,,squid,write a line in Shakespearian meter including the word squid ,"Beneath the moon, the lonely squid does glide."
in Shakespearian meter,,squirrel,write a line in Shakespearian meter including the word squirrel ,"Upon the branch, the squirrel leapt with grace."
in Shakespearian meter,,starfish,write a line in Shakespearian meter including the word starfish ,The silent starfish gleams beneath the waves
in Shakespearian meter,,stingray,write a line in Shakespearian meter including the word stingray ,"Beneath the moonlit waves, the stingray glides."
in Shakespearian meter,,stork,write a line in Shakespearian meter including the word stork ,The silent stork does glide through misty morn.
in Shakespearian meter,,swan,write a line in Shakespearian meter including the word swan ,The swan glides upon the mirror of the night
in Shakespearian meter,,swordfish,write a line in Shakespearian meter including the word swordfish ,"In twilight's grace, the swordfish claims the sea."
in Shakespearian meter,,tadpole,write a line in Shakespearian meter including the word tadpole ,Behold the tadpole that dances in the night.
in Shakespearian meter,,tarantula,write a line in Shakespearian meter including the word tarantula ,"Beneath the moon, the tarantula does creep."
in Shakespearian meter,,termite,write a line in Shakespearian meter including the word termite ,"In shadows deep, the humble termite toils."
in Shakespearian meter,,tiger,write a line in Shakespearian meter including the word tiger ,The fierce and noble tiger walks beneath the night.
in Shakespearian meter,,toad,write a line in Shakespearian meter including the word toad ,"Beneath the moon, the silent toad croaks deep."
in Shakespearian meter,,toucan,write a line in Shakespearian meter including the word toucan ,"Beneath the canopy, the toucan softly sings."
in Shakespearian meter,,trout,write a line in Shakespearian meter including the word trout ,Upon the silver stream there swims a trout.
in Shakespearian meter,,turkey,write a line in Shakespearian meter including the word turkey ,The turkey struts beneath the autumn sky.
in Shakespearian meter,,turtle,write a line in Shakespearian meter including the word turtle ,"Upon the tranquil pond, the turtle glides."
in Shakespearian meter,,viper,write a line in Shakespearian meter including the word viper ,"In shadows deep, a viper slyly stalks."
in Shakespearian meter,,vulture,write a line in Shakespearian meter including the word vulture ,The vulture circles o'er the twilight's gloom.
in Shakespearian meter,,walrus,write a line in Shakespearian meter including the word walrus ,"In twilight's grace, the walrus roams the shore."
in Shakespearian meter,,wasp,write a line in Shakespearian meter including the word wasp ,The wasp alights upon the blooming rose
in Shakespearian meter,,weasel,write a line in Shakespearian meter including the word weasel ,"Upon the moonlit night, the weasel schemes."
in Shakespearian meter,,whale,write a line in Shakespearian meter including the word whale ,"Upon the waves, the mighty whale does sail."
in Shakespearian meter,,wolf,write a line in Shakespearian meter including the word wolf ,"Beneath the moon, the silent wolf does roam."
in Shakespearian meter,,wolverine,write a line in Shakespearian meter including the word wolverine ,"Beneath the moon, the wolverine prowls dark."
in Shakespearian meter,,wombat,write a line in Shakespearian meter including the word wombat ,"Beneath the moonlight, silent wombat roams,"
in Shakespearian meter,,woodpecker,write a line in Shakespearian meter including the word woodpecker ,"Upon the silent oak, the woodpecker drums."
in Shakespearian meter,,worm,write a line in Shakespearian meter including the word worm ,Upon the earth doth slither silent worm.
in Shakespearian meter,,yak,write a line in Shakespearian meter including the word yak ,Upon the hill the weary yak doth stray.
in Shakespearian meter,,zebra,write a line in Shakespearian meter including the word zebra ,"Upon the twilight plains the zebra softly strides,"
in iambic pentameter,,aardvark,write a line in iambic pentameter including the word aardvark ,Upon the earth the steadfast aardvark roams
in iambic pentameter,,albatross,write a line in iambic pentameter including the word albatross ,The albatross sails through the morning breeze
in iambic pentameter,,alligator,write a line in iambic pentameter including the word alligator ,The sly alligator lurks beneath the waves.
